	TCGA-S3-AA0Z-01	TCGA-S3-A6ZH-01	TCGA-S3-A6ZF-01	TCGA-S3-AA11-01	TCGA-S3-AA14-01	TCGA-S3-AA15-01	TCGA-S3-AA10-01	TCGA-S3-A6ZG-01	TCGA-S3-AA17-01	TCGA-S3-AA12-01
TUBGCP6	2924	3179	2688	5230	2536	2608	1858	3616	3692	3058
TUB	1049	134	506	630	524	561	1005	376	397	23
TUFM	9265	24845	9614	8451	8558	8437	9051	19273	8972	13110
TUFT1	3344	5614	9619	3271	1233	1899	2607	4518	3628	2327
TUG1	20059	14982	14604	12956	6793	5981	4785	12323	10204	8158
TULP1	1	4	7	2	5	3	2	1	3	7
TULP2	2	0	0	0	0	4	0	0	0	0
TULP3	2464	1911	2877	1347	865	950	2792	2753	1639	1122
TULP4	5510	3206	2698	3144	2265	1224	2167	2077	2883	1618
TUSC1	2004	1202	1814	1254	1115	561	724	1557	769	2633
TUSC2	1004	1412	1586	902	1249	1067	940	1722	906	1681
TUSC3	5737	990	2065	2399	1163	2228	4382	2494	1414	1866
TUSC5	29	88	113	59	262	647	10	50	2	0
TUT1	1511	1241	1593	1735	1711	1318	1403	1612	1740	1926
TWF1	5153	7931	11486	4588	4404	1399	2145	13036	1902	6131
TWF2	3880	2056	2618	1685	1201	2630	2923	2721	2053	1529
TWIST1	287	360	220	153	202	578	803	127	142	79
TWIST2	33	66	43	81	116	197	459	15	47	19
TWISTNB	2246	1853	1739	694	722	621	2098	1200	1042	957
TWSG1	1773	2121	2226	1440	1621	889	1430	1632	1152	1495
TXK	36	21	60	7	14	76	53	49	246	5
TXLNA	8178	5208	4667	5589	5500	5072	6518	5861	4645	4571
TXLNB	38	572	139	39	133	202	56	311	627	479
TXLNG	787	705	1120	339	457	485	709	1068	757	442
TXN2	2614	4629	2948	3213	2842	2295	2297	4075	3917	3003
TXNDC11	4107	4672	3902	2892	2383	6573	2648	5232	3995	2663
TXNDC12	3400	4461	2292	2067	2231	2143	3102	3867	3064	2529
TXNDC15	3028	3123	3347	1752	1952	3589	1871	3032	3175	1737
TXNDC16	1257	1861	3244	751	2367	397	706	3057	623	3674
TXNDC17	1677	1660	2056	1883	1287	972	2259	2675	1148	1273
TXNDC2	4	5	2	1	6	1	1	8	9	7
TXNDC3	7	6	8	4	17	14	12	15	61	4
TXNDC5	23307	9693	12957	9079	12532	36088	24172	19336	23105	2809
TXNDC6	19	10	42	16	17	5	7	51	10	7
TXNDC8	0	0	0	0	0	0	0	0	0	0
TXNDC9	2012	1934	1710	1266	850	642	1020	1621	1029	890
TXNIP	8069	8049	22127	5766	17086	40746	12404	61155	37914	14975
TXNL1	3190	3184	3340	2856	2626	1707	4042	4086	4242	2696
TXNL4A	2247	2412	2115	2043	1492	1658	3974	2184	3463	2272
TXNL4B	599	1403	529	535	252	323	474	472	352	185
TXNRD1	11154	7460	7378	3792	2426	3279	4441	8370	2841	3630
TXNRD2	610	2512	872	1140	1901	833	639	2361	1047	2877
TXNRD3IT1	490	379	661	521	238	362	277	155	68	384
TXN	9859	15230	7178	6228	4002	2465	9788	6434	6517	2639
TYK2	5466	3111	3298	3239	3034	4026	5157	5895	4613	3734
TYMP	10267	4580	3287	3337	2131	5521	18977	4649	7608	2120
TYMS	3202	3430	2231	1290	1170	1014	1582	3306	1195	3260
TYRO3	1580	667	516	248	187	400	722	376	424	113
TYROBP	2045	1526	1940	920	719	3059	4323	2143	2889	798
TYRP1	0	236	51	1	13	11	1	29	2	10
TYR	0	0	1	0	0	1	0	0	0	0
TYSND1	1586	1061	1482	1484	944	1197	1190	2061	1820	1316
TYW1B	137	325	635	217	335	116	124	479	108	97
TYW1	769	2691	2728	1266	1220	983	1087	1603	1395	1196
TYW3	892	2191	1010	1042	663	501	1086	2031	717	1459
T	2	0	0	0	0	0	0	0	0	0
U2AF1L4	507	709	398	599	192	428	431	565	444	252
U2AF1	5337	5771	4011	4091	2339	3313	6470	3280	2435	2765
U2AF2	11076	17059	15452	9550	7434	6260	12229	14378	7917	10806
UACA	2595	2339	3799	1801	2792	1661	2144	4229	1315	1029
UAP1L1	1433	1093	1704	989	1016	755	546	1093	1061	897
UAP1	9732	8963	6363	4174	2489	2995	4361	8319	6277	2648
UBA1	23584	23271	37326	21989	20102	18757	21835	21943	17585	20135
UBA2	5074	12906	9070	3846	3122	2722	8302	6878	3650	3191
UBA3	4625	2625	3863	1855	1855	1722	2215	3351	1328	2700
UBA52	18778	17666	12970	13683	11452	15097	27553	24328	22800	13381
UBA5	4237	2351	3573	2149	2076	1474	2211	2860	2566	1726
UBA6	3050	4001	3268	2869	1958	1170	4693	4405	1972	1592
UBA7	4675	1726	2629	2219	677	2353	2832	2824	3697	2465
UBAC1	2695	2310	4379	1929	1178	1300	2527	2762	1749	1343
UBAC2	3866	2980	5429	3652	1642	2028	6916	4629	4047	3299
UBAP1	5677	4024	5159	3217	1943	2146	2947	3301	3460	2911
UBAP2L	27159	19338	17020	13982	5692	6890	13645	16721	12865	6937
UBAP2	7852	4446	4339	2459	2061	1949	3212	2888	3686	3347
UBASH3A	124	73	40	12	26	131	273	121	239	11
UBASH3B	294	173	241	88	144	718	1229	168	464	31
UBB	19221	23878	38241	27541	25943	23082	29826	42250	27261	24255
UBC	60890	136337	121356	63323	45473	59455	69602	77543	87418	63793
UBD	4630	658	1578	103	59	1343	45348	1183	9414	74
UBE2A	5619	6472	10424	3201	2615	2192	3531	4769	2746	2263
UBE2B	2963	5759	3100	2020	1395	1323	1540	4272	1749	1792
UBE2CBP	164	63	128	60	50	121	195	188	73	58
UBE2C	4890	1498	2815	918	687	873	6902	2510	2147	734
UBE2D1	1045	800	1160	631	490	572	1198	1298	761	616
UBE2D2	4362	6366	6976	3560	2419	2532	4178	5651	3805	2445
UBE2D3	10977	15546	16045	9607	8602	6428	15548	19580	9795	9925
UBE2D4	349	765	745	620	608	395	358	468	759	570
UBE2DNL	0	0	0	0	0	0	0	0	0	0
UBE2E1	3734	2873	7357	2433	1837	2351	4099	3259	2567	3007
UBE2E2	991	296	698	1465	963	683	1230	557	398	1381
UBE2E3	4473	1418	2393	1793	732	2400	3578	829	1053	889
UBE2F	1196	2148	3240	1502	461	1102	1734	1482	1574	1231
UBE2G1	3271	3752	3481	3255	4469	2001	4203	5104	1361	4417
UBE2G2	7980	7319	4645	3687	2709	3113	4480	3062	2886	4176
UBE2H	1617	7646	7182	4573	3067	1888	2824	7747	5473	6018
UBE2I	3437	9719	5003	4532	3495	3306	5411	10194	4131	4732
UBE2J1	4120	2519	4144	2556	2073	6463	4757	3843	3871	943
UBE2J2	2219	2719	1866	2560	1689	1611	3233	2577	1272	1839
UBE2K	5008	7181	5414	4517	3180	1937	2463	7932	2152	4502
UBE2L3	3227	5621	4094	4540	3247	3473	4328	4681	6462	5090
UBE2L6	5361	3856	16283	3580	1867	3655	9367	4392	15809	2620
UBE2MP1	223	401	196	91	116	131	170	264	207	198
UBE2M	3952	4841	2131	1512	1546	2351	2202	2779	3165	3244
UBE2NL	2	16	16	1	4	4	3	3	3	5
UBE2N	4414	8200	8434	4128	3511	3139	6014	5746	3719	3945
UBE2O	2560	4078	2822	2958	1801	2678	3753	3214	4209	2059
UBE2Q1	8082	8933	8662	4253	2443	3737	6352	6753	4505	2406
UBE2Q2P1	82	21	23	97	44	26	29	50	42	10
UBE2Q2	1938	5938	3284	3308	2725	1230	1403	4318	1572	2885
UBE2QL1	52	17	198	227	213	208	125	97	245	33
UBE2R2	9544	5996	8190	4740	2926	3600	4457	5585	5008	3941
UBE2S	2965	2089	1790	655	360	1970	5594	1110	949	1200
UBE2T	4047	3090	1726	604	333	619	1085	2330	1482	403
UBE2U	0	0	0	0	0	0	0	0	0	0
UBE2V1	3098	5409	9735	5423	4601	4091	6317	7659	8108	4016
UBE2V2	2436	3557	3591	1466	943	1107	3963	2199	866	1147
UBE2W	1938	2373	3424	1037	783	1144	1771	1931	1039	2302
UBE2Z	7044	9853	10807	6636	27829	3746	8215	10873	7151	4600
UBE3A	4332	6957	5861	5893	3540	1945	3410	6248	2268	5387
UBE3B	4556	7131	5701	3302	2445	1944	1511	6096	1915	3315
UBE3C	4510	6023	7546	4738	2412	3889	3878	5645	3384	4400
UBE4A	2777	3559	3663	3564	3770	2415	2950	3630	2553	1641
UBE4B	5272	3204	2707	3270	2217	1888	3349	4827	1411	2981
UBFD1	5923	5990	5105	3577	2719	2492	2816	11371	3649	4286
UBIAD1	1219	2238	1110	1164	1167	728	1574	1626	1283	1013
UBL3	1511	2954	5023	2627	3094	1002	1388	2567	1439	3060
UBL4A	2213	3772	6340	1952	1505	1707	3436	3217	2559	1775
UBL4B	22	7	5	1	5	10	26	5	12	2
UBL5	3377	7255	5041	3827	2328	3076	4314	6157	3866	3212
UBL7	2505	3279	1627	1714	975	1529	1402	2261	1308	2638
UBLCP1	1761	1871	2461	1098	1067	738	1255	1412	946	702
UBN1	19599	6179	5779	4139	3535	2677	3393	9064	3420	3632
UBN2	937	2766	2763	2162	1883	778	1665	3814	2183	1296
UBOX5	420	990	851	907	575	362	900	948	1356	607
UBP1	4212	3980	10238	5663	4255	2928	5220	5576	4155	3241
UBQLN1	14391	12475	8311	5588	2989	3598	6926	9532	6849	8572
UBQLN2	4629	3539	2792	2532	2114	1639	2899	5263	2063	3044
UBQLN3	0	0	0	0	0	0	0	0	0	0
UBQLN4	8882	11227	6919	4263	2615	4817	8485	6131	5716	7655
UBQLNL	355	6	17	40	27	18	14	12	43	5
UBR1	2275	3856	3608	2435	1829	784	1064	2830	1384	843
UBR2	4242	3829	4319	2064	1747	1372	1943	2877	2835	1475
UBR3	2772	3097	4041	1862	1561	1542	1175	3899	1820	1940
UBR4	16749	8851	8749	13837	10089	6413	11409	11364	7664	8164
UBR5	13824	10903	19122	8178	5602	2958	7153	10772	7499	9839
UBR7	2474	5148	3440	2413	4060	1321	1969	5796	2685	3899
UBTD1	880	306	1117	539	656	572	481	743	740	1014
UBTD2	1875	3637	2848	2193	2344	950	1450	2409	970	1324
UBTFL1	0	0	0	0	0	1	0	0	0	0
UBTF	9523	17178	7081	8845	5394	4541	7683	13679	6047	10271
UBXN10	50	669	564	630	78	64	108	3487	457	281
UBXN11	1712	1097	1566	2385	781	907	1012	3298	1052	2273
UBXN1	3598	3504	4963	3811	2726	3285	3447	4009	4132	3142
UBXN2A	1141	823	596	448	395	464	1049	596	528	332
UBXN2B	2556	2740	3387	2043	1382	939	3322	4250	1536	1701
UBXN4	12851	10678	9467	7435	4595	4360	4263	13097	6956	6126
UBXN6	2761	3451	3403	4377	3073	2789	3044	6649	3589	4512
UBXN7	3380	947	1643	598	771	556	899	1538	1236	387
UBXN8	287	390	524	394	250	203	223	651	192	827
UCA1	116	10	61	1	1	3	64	204	6	1
UCHL1	330	59	547	130	162	2239	2327	213	201	172
UCHL3	1000	794	1098	678	367	575	1477	816	596	512
UCHL5	3832	3041	2218	942	878	842	996	2555	1181	780
UCK1	3368	1617	3896	2155	1444	1021	1367	1682	1254	1476
UCK2	2142	2152	1540	736	637	2261	1178	1074	1269	956
UCKL1AS	46	41	155	51	46	24	40	195	215	21
UCKL1	1537	2428	2902	1820	918	1370	1726	2290	3659	1528
UCMA	0	0	0	0	0	0	0	0	0	0
UCN2	2	3	16	27	32	23	18	1	3	6
UCN3	0	0	0	1	0	0	0	0	0	0
UCN	24	19	1	52	34	12	5	19	20	55
UCP1	1	0	1	179	1	1	1	1	0	2
UCP2	3828	4969	20067	6740	11519	6019	7217	13148	12069	2831
UCP3	195	32	47	82	49	68	63	68	53	25
UEVLD	996	2234	1118	584	1072	199	351	1464	1320	768
UFC1	5378	10572	12545	6438	2791	4647	6486	10124	6742	5300
UFD1L	5100	5643	2362	2502	1801	2699	2294	2347	2908	2618
UFM1	3453	3117	4539	3289	1806	2179	2760	3321	2182	5295
UFSP1	21	122	94	135	89	59	34	65	82	66
UFSP2	975	1787	2023	1063	592	810	836	1684	1467	1034
UGCG	1704	4864	1564	899	1127	488	515	3072	2939	4401
UGDH	1249	5906	5957	8937	11235	1282	1267	35766	2191	1540
UGGT1	9799	7378	4410	4292	3384	4476	3273	5270	5121	2475
UGGT2	1983	1537	1837	1184	685	494	1507	1808	900	927
UGP2	5983	5784	7400	3641	3969	5190	6268	4837	4075	3719
UGT1A10	0	1	0	0	0	0	0	0	0	0
UGT1A1	0	0	0	0	35	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	0	0	0	0
UGT1A5	0	0	0	0	3	0	0	0	0	0
UGT1A6	0	0	0	1	501	1	0	0	1	0
UGT1A7	0	0	0	0	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0	0	0	0	2
UGT1A9	0	0	0	0	518	0	0	0	0	0
UGT2A1	0	0	0	6	0	0	0	0	0	0
UGT2A3	0	0	2	0	0	0	0	0	0	10
UGT2B10	0	0	8	1	274	0	1	0	2	2
UGT2B11	0	8	19	29	41122	0	1	0	0	176
UGT2B15	1	21	1300	675	502	20	7	343	213	356
UGT2B28	0	0	2	3	25166	1	0	3	0	361
UGT2B4	0	8	10	13	101	3	0	0	1	245
UGT2B7	0	3	3	0	5	26	4	3	0	0
UGT3A1	0	0	0	1	0	0	0	0	0	3
UGT3A2	14	12	11	14	68	37	20	11	17	11
UGT8	1066	12	182	21	27	353	2894	18	123	2
UHMK1	3590	4296	4089	812	1274	452	1094	4048	1915	681
UHRF1BP1L	1623	2542	3900	1193	1259	625	1128	2172	1698	1045
UHRF1BP1	2083	2634	3396	1560	1840	1202	2568	2636	2343	1554
UHRF1	1405	4189	1209	404	732	534	2835	2390	881	1010
UHRF2	6563	2543	2410	1549	1560	1904	2566	1952	1348	1485
UIMC1	1160	1798	1817	1093	671	821	1219	1453	1001	662
ULBP1	11	7	33	6	9	26	307	11	12	2
ULBP2	73	22	35	4	10	26	110	18	15	2
ULBP3	72	9	10	8	15	34	122	7	8	4
ULK1	6784	5857	5349	8475	3631	2697	1741	5342	2026	3636
ULK2	3039	4109	3057	1951	1994	536	938	3491	689	5410
ULK3	2280	3005	2527	2878	2068	1535	1385	1623	1851	1981
ULK4	338	186	1140	225	115	121	242	575	136	340
UMODL1	65	0	39	39	9	3	6	75	17	0
UMOD	0	55	38	0	3	0	0	4	0	0
UMPS	4349	3344	3143	1302	962	1230	2344	2117	1580	1122
UNC119B	4166	913	3177	1428	1830	1882	736	4678	1268	1577
UNC119	3684	1916	2503	1952	1082	1417	967	1882	1975	1798
UNC13A	46	10	58	21	10	48	70	26	78	1
UNC13B	5417	3436	5603	2964	1811	1296	1346	7508	4050	4936
UNC13C	1	36	2	5	7	2	2	1	3	7
UNC13D	2498	3018	2226	379	322	2381	2399	666	1536	148
UNC45A	5198	8622	5390	5247	3513	5975	3607	4705	2820	5150
UNC45B	1	5	4	2	3	5	2	3	0	0
UNC50	1441	2058	1669	1313	1031	899	839	2168	1352	1211
UNC5A	22	18	94	818	314	29	18	106	371	4
UNC5B	5174	898	3214	2159	4286	1363	3460	3851	1147	1463
UNC5CL	79	444	128	208	847	50	71	196	54	505
UNC5C	26	214	149	46	182	40	25	276	29	6
UNC5D	3	10462	0	1	5	1	118	0	0	1
UNC80	3	1	3	1	3	14	16	4	13	3
UNC93A	2	0	0	0	0	0	2	0	0	0
UNC93B1	2668	5684	3043	1893	1012	1997	2929	2991	4743	1181
UNCX	0	0	0	0	0	0	0	0	0	0
UNG	3248	7228	3802	1939	1484	2342	2843	4025	1477	2069
UNKL	1094	1127	1252	817	720	953	419	3972	1164	1625
UNK	2018	3222	2254	2242	1214	1744	1915	2920	2775	2425
UOX	2	0	0	4	3	0	2	6	1	1
UPB1	3	18	8	14	13	19	13	9	25	4
UPF0639	1	20	179	177	18	14	1	250	151	487
UPF1	10567	10422	5739	8998	6037	5375	9416	10591	7864	6224
UPF2	6028	3410	3336	2265	1628	1550	4781	3410	3233	1485
UPF3A	2169	2000	2670	2452	752	752	3685	2826	1623	2175
UPF3B	1406	925	2239	949	398	443	873	1246	492	396
UPK1A	1	1	202	2	2	0	3	1	2	0
UPK1B	2633	0	0	0	0	2	9	0	0	0
UPK2	3	10	27	12	0	6	3	3	8	2
UPK3A	3	4	20	0	8	11	5	1	124	0
UPK3BL	1960	713	413	716	666	150	2271	251	1378	957
UPK3B	25	26	106	31	160	5	18	37	75	9
UPP1	571	490	388	179	125	623	1161	219	500	161
UPP2	2	4	2	0	0	7	0	10	0	23
UPRT	743	1196	647	644	307	394	524	982	440	500
UQCC	1595	2768	3464	2502	1590	958	1906	3497	1800	1786
UQCR10	2278	4731	3288	2615	1955	2057	1954	2995	3272	3002
UQCR11	2139	4196	2731	3035	2350	2171	2953	3582	3241	2949
UQCRB	6848	10395	11167	5291	3567	3886	8156	7331	4944	6063
UQCRC1	6295	7830	5901	4024	6408	6029	6665	6271	3833	7505
UQCRC2	12540	13458	8050	6269	5301	5375	3551	16927	7359	7097
UQCRFS1	2929	7354	3220	3398	2690	2661	4089	4186	3136	46712
UQCRHL	1713	1410	894	898	397	1716	1932	943	1554	886
UQCRH	5625	5130	3459	2900	1355	4862	5423	3433	4770	2770
UQCRQ	4108	6908	5513	3904	2773	2401	2494	5374	3602	2932
URB1	5745	3388	2421	3448	2193	2512	4130	1166	2129	2322
URB2	2824	2899	1754	1151	652	838	2264	1216	1843	546
URGCP	2278	2748	3074	2424	1604	1538	1280	2654	2332	1686
URM1	3281	3648	2544	2420	1623	2128	2456	2554	3012	2539
UROC1	0	0	0	0	1	0	0	0	0	0
UROD	2706	4394	2322	2215	2105	2501	2145	2945	2100	2706
UROS	1542	1354	2968	1342	950	879	1601	2023	1286	1538
USE1	4433	705	393	1206	468	676	697	1143	646	737
USF1	6679	4130	3972	3692	1382	3354	3271	3806	2837	1312
USF2	5700	15863	5724	5873	3962	4740	7586	6368	6642	5746
USH1C	447	7	63	2	3	5	14	1	4	0
USH1G	35	4	15	7	1	5	0	30	8	2
USH2A	14	19	9	16	10	4	2	27	25	9
USHBP1	99	104	69	80	96	204	36	101	97	36
USMG5	1491	1904	2633	1649	891	981	1252	1787	1569	1445
USO1	4201	5887	7903	3938	3924	2941	7085	8174	6076	2919
USP10	2797	11856	4625	4731	2315	1973	4169	3747	2940	2993
USP11	3161	3147	2765	3153	2387	2588	4742	4290	2375	4884
USP12	812	663	1310	332	506	272	548	1017	747	612
USP13	6312	1792	2349	1153	640	926	1298	1752	1746	855
USP14	4869	4247	4938	3548	2870	1628	6073	15759	1905	8940
USP15	2388	2877	4245	1907	1815	1457	3829	2517	2492	1130
USP16	3974	3976	3097	2200	2049	1461	3155	2751	1391	2358
USP17L2	5	0	3	3	1	0	0	0	0	0
USP17L6P	1	0	0	0	0	0	0	0	0	0
USP17	0	0	0	0	0	0	0	1	0	0
USP18	504	2436	2219	1572	600	377	2587	833	3708	493
USP19	4847	3201	3106	2856	3581	2722	2500	4890	2520	5285
USP1	5834	4721	3056	2132	1721	1261	6970	4453	1507	2086
USP20	3742	2103	1570	2810	1642	1637	1562	2103	2125	1698
USP21	2842	2475	2673	1985	810	1103	1334	3625	1986	1539
USP22	18819	13861	19187	18500	16111	8459	7393	20736	5162	10943
USP24	3646	3150	4098	3595	1921	1961	4271	4939	4214	2401
USP25	3174	3431	2807	1757	1453	1196	2823	2391	1471	1804
USP26	2	1	0	0	0	0	5	1	1	0
USP27X	247	302	610	230	149	119	245	609	273	253
USP28	1096	1020	1267	2308	1155	1110	1148	1682	908	333
USP29	0	0	0	0	0	0	0	0	0	0
USP2	34	100	94	348	32	113	180	33	254	121
USP30	943	2251	2111	1017	846	513	401	1805	594	1074
USP31	2479	2294	1725	1292	1113	1091	1709	1830	1129	910
USP32	3807	6362	4744	2751	3268	1352	2678	3602	3115	2361
USP33	4028	3603	4033	3466	2767	1318	2612	5948	1696	2166
USP34	7636	4832	7582	8499	5807	4416	6979	9317	6121	4297
USP35	745	720	2466	567	398	453	349	419	1410	589
USP36	2720	4277	3239	3156	1968	2019	5421	4289	5439	2124
USP37	3070	2804	2119	1325	782	670	1866	2479	1348	1220
USP38	2830	2626	3155	1845	1977	722	1296	2833	1916	1684
USP39	4100	4505	2366	2475	2065	1857	3133	3373	2549	2783
USP3	1654	2223	1507	1820	1247	1310	1099	1553	918	1051
USP40	2517	2760	2990	3444	1405	1539	2222	4432	1707	2093
USP42	2059	1098	1650	939	819	666	993	1426	1523	723
USP43	1274	319	648	456	1098	143	781	436	187	273
USP44	19	7	4	6	19	5	23	4	5	2
USP45	611	328	523	380	178	260	264	724	279	161
USP46	1119	1254	2629	1242	1043	607	2853	2162	1092	1858
USP47	4164	7149	5198	5181	3741	2761	2977	5458	5476	3163
USP48	3747	3654	3443	3296	2119	2601	3574	4438	2534	2366
USP49	307	77	162	69	77	34	63	88	77	20
USP4	4014	2924	3373	1642	2809	2567	2747	4109	2610	3027
USP50	0	0	1	0	0	0	0	1	0	0
USP51	43	203	158	104	68	40	75	152	118	23
USP53	635	4177	2232	1850	2278	572	1118	4849	1207	1925
USP54	4439	4355	2753	2520	2330	1105	1408	2414	2673	3681
USP5	6650	9805	8972	5742	4708	3867	8094	6888	5599	6577
USP6NL	2193	1683	1968	806	784	1021	7334	1376	1701	393
USP6	266	156	114	191	90	43	143	158	80	79
USP7	16509	13787	10007	6116	5427	5284	5807	16616	6695	7607
USP8	3410	5733	4355	2864	2320	1303	1723	4058	1932	3171
USP9X	9029	11174	17399	5619	6992	5153	7806	11391	8020	5119
USP9Y	0	0	0	0	0	0	0	0	1	0
USPL1	1041	785	1638	910	569	638	972	1782	757	582
UST	5410	91	228	201	288	177	144	442	106	236
UTF1	2	0	0	1	0	1	0	1	2	0
UTP11L	1642	1896	1224	1347	937	1170	2046	1394	1041	948
UTP14A	1515	2046	978	965	873	896	1140	2018	1281	923
UTP14C	4407	3164	4781	2629	1678	1288	1577	3539	2014	2437
UTP15	1212	1602	1079	546	590	309	614	1018	697	574
UTP18	1752	3858	2810	1355	2771	989	4346	2492	1748	1633
UTP20	3231	3381	2644	2259	1189	2714	2718	2749	1935	1195
UTP23	878	1556	2413	687	575	436	2055	2021	846	1085
UTP3	2352	2103	2324	1625	1257	853	2490	3570	1523	1624
UTP6	2952	4299	2826	1981	862	1814	2081	2722	1798	1126
UTRN	10159	1506	3848	4893	6550	2784	2134	7567	7109	1727
UTS2D	10	2	5	3	2	12	4	2	1	2
UTS2R	1	2	0	2	17	25	8	0	1	0
UTS2	0	4	17	4	4	7	6	2	7	0
UTY	0	0	0	0	0	0	0	0	0	0
UVRAG	1839	1070	4919	1386	920	1075	1723	1626	2095	1403
UXS1	2233	1827	2882	834	818	1294	1211	2012	1484	2177
UXT	1534	2359	2274	1248	1240	1723	2408	2294	1631	1296
VAC14	2412	6912	1953	2460	1327	2103	2868	2034	2079	1606
VAMP1	1250	352	1015	581	458	1113	909	1015	1238	153
VAMP2	4365	3108	4943	3338	2478	3068	3614	5352	3257	6903
VAMP3	7441	7617	4423	3059	2928	2467	3575	5577	2331	3256
VAMP4	1343	1846	2353	581	575	618	398	2401	756	756
VAMP5	754	865	1025	468	350	1189	1477	635	1039	476
VAMP7	2908	3253	9301	1841	1980	1265	2288	3114	1558	1538
VAMP8	4518	10798	6372	5381	3408	3698	3985	5121	6528	5253
VANGL1	3354	2887	3178	3891	1524	779	3135	3245	1850	1027
VANGL2	10469	1324	4216	2678	390	2248	2871	2139	710	2534
VAPA	5445	11369	7553	5971	5775	3000	4039	10168	5553	15751
VAPB	3173	3318	7049	2635	1990	1607	2906	3698	3602	2878
VARS2	5527	2146	2272	1992	2028	1738	1736	2238	1547	2290
VARS	9615	6140	4629	3686	3694	5440	8967	3036	5142	5456
VASH1	2088	540	2982	1154	2290	2152	2929	2803	1595	428
VASH2	2605	209	819	812	116	326	582	583	476	22
VASN	7422	1349	1317	631	1169	997	793	1294	1415	282
VASP	6773	9981	3721	4901	3325	4202	7645	7184	4524	2846
VAT1L	8	19	27	12	9	30	28	15	13	22
VAT1	13386	22869	10560	10847	4901	5961	11565	11447	7332	9409
VAV1	688	307	570	135	217	1250	1290	553	1054	114
VAV2	3593	3037	7069	3226	1950	2009	3967	4551	2894	1922
VAV3	4442	4714	14582	14649	8298	612	370	35875	2632	17533
VAX1	0	0	4	0	0	0	0	0	0	1
VAX2	146	182	94	113	11	87	90	7	20	3
VBP1	2534	3230	7034	1674	1031	1278	2759	2616	1313	1468
VCAM1	1558	602	1003	568	450	1478	2911	930	2636	265
VCAN	88700	6913	18499	6552	34731	24014	7649	17343	11102	4541
VCL	5758	3616	8830	6018	5865	7855	7479	7422	6061	3649
VCPIP1	2435	2588	2347	1369	1425	893	3110	3586	1717	2031
VCP	49243	19428	31145	18082	19037	14904	21863	18363	17727	21027
VCX2	0	0	0	0	0	0	0	0	0	0
VCX3A	1	0	0	3	2	1	1	2	6	16
VCX3B	0	1	0	0	0	0	0	0	0	2
VCX	0	1	0	0	1	0	0	0	1	5
VCY	0	0	0	0	0	0	0	0	0	0
VDAC1	8422	17901	17784	8591	7513	4886	8450	8110	7225	7952
VDAC2	2517	2587	3178	2789	2071	2206	4954	3176	3535	2580
VDAC3	2682	27390	7656	3351	2878	2785	7526	5634	3557	1135
VDR	2269	3789	1683	3165	3835	1995	2800	2100	2358	693
VEGFA	5397	5146	6217	4079	4163	2016	6149	4365	4245	4794
VEGFB	1708	692	3249	2462	1488	2734	2024	2359	2925	3405
VEGFC	279	344	395	344	377	320	247	467	246	474
VENTXP1	0	0	0	0	0	0	0	0	0	0
VENTXP7	0	0	0	0	0	0	0	0	0	0
VENTX	53	14	26	17	24	83	28	45	44	39
VEPH1	116	418	80	60	485	51	145	43	406	67
VEZF1	3322	8804	5280	2927	3601	1090	4316	9520	2847	3254
VEZT	3703	5614	8488	4127	2696	2019	4613	5492	3114	2267
VGF	0	4	7	35	2	10	29	13	27	34
VGLL1	3	9	65	11	40	271	83	5	0	1
VGLL2	0	0	0	0	0	1	0	0	0	0
VGLL3	254	259	1340	94	474	565	567	241	240	134
VGLL4	9287	5795	9140	5232	4523	4386	6280	5626	3220	4457
VHLL	2	1	0	0	1	0	2	2	0	0
VHL	2940	2957	5134	2361	2234	1521	1594	2452	1792	1534
VIL1	0	43	101	7	0	0	6	6	27	0
VILL	502	207	620	396	181	443	245	1976	386	750
VIM	82715	19724	34230	22399	30281	76441	59498	33663	30498	17320
VIPAR	1146	1990	1335	1436	700	824	759	2248	943	1187
VIPR1	451	1946	1711	641	881	229	72	639	935	270
VIPR2	589	13	28	1620	15	30	7	22	42	1
VIP	1	0	12	5	1	16	1	4	2	2
VIT	14	488	55	59	68	92	33	13	179	7
VKORC1L1	1837	4525	4588	2553	2403	2165	4084	3374	2716	2428
VKORC1	12161	7110	4133	2288	1993	3423	2605	4555	3091	3382
VLDLR	1819	2638	725	767	634	785	528	488	78	307
VMA21	2624	2885	4218	1489	1376	1300	2037	3120	1195	1884
VMAC	478	357	352	438	287	226	117	895	432	260
VMO1	121	39	32	51	24	180	124	24	50	44
VN1R1	120	59	26	46	18	18	33	28	65	3
VN1R2	0	0	0	0	0	0	0	1	0	0
VN1R4	0	0	0	0	0	0	0	0	0	0
VN1R5	4	1	2	3	6	0	9	12	3	1
VNN1	75	39	80	14	34	144	90	92	248	19
VNN2	57	36	86	26	22	362	176	120	180	11
VNN3	2	0	14	4	1	6	5	65	5	0
VOPP1	1782	1198	5370	1520	773	2559	2511	2715	4478	1002
VPRBP	3729	2268	2318	1285	2018	1652	2576	3611	1753	2530
VPREB1	0	0	0	0	0	0	0	0	0	0
VPREB3	14	6	54	3	2	304	71	15	80	0
VPS11	1838	2618	1998	3409	2251	1528	2027	2815	1924	1587
VPS13A	1655	1256	1602	1889	878	762	1241	3547	2444	1178
