	TCGA-OL-A5RW-01	TCGA-OL-A5RX-01	TCGA-OL-A6VR-01	TCGA-OL-A5S0-01	TCGA-OL-A5RV-01	TCGA-OL-A66O-01	TCGA-OL-A5RZ-01	TCGA-OL-A66P-01	TCGA-OL-A66J-01	TCGA-OL-A66H-01	TCGA-OL-A97C-01	TCGA-OL-A66L-01	TCGA-OL-A66N-01	TCGA-OL-A66I-01	TCGA-OL-A5D7-01	TCGA-OL-A6VO-01	TCGA-OL-A5DA-01	TCGA-OL-A5D8-01	TCGA-OL-A5RU-01	TCGA-OL-A5D6-01	TCGA-OL-A6VQ-01	TCGA-OL-A66K-01	TCGA-OL-A5RY-01
STARD4	28	63	68	86	127	41	53	117	32	65	186	23	32	146	15	99	51	49	67	137	49	64	314
STARD5	223	420	553	260	235	244	194	1106	114	183	183	598	188	259	127	210	317	367	435	225	200	387	233
STARD6	2	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	2
STARD7	7903	6270	11452	5011	5554	10076	6008	4408	6618	8609	3663	5541	6977	13345	9777	8989	7207	12307	6757	5838	2618	6930	5482
STARD8	89	503	319	258	703	243	248	283	585	587	592	441	600	587	179	201	251	309	659	681	375	371	771
STAR	7	26	43	8	7	26	2	11	148	14	69	14	24	456	334	16	22	14	17	15	8	5	28
STAT1	22948	5735	11190	10855	5815	11143	1945	13205	4537	31409	11662	6097	2979	34675	16858	31664	16594	31540	12672	4904	3952	5226	10570
STAT2	4857	3876	4089	3708	5013	4244	1556	2772	3399	5242	3058	4032	3424	7374	4617	5229	4702	6431	4862	3710	1728	3511	3002
STAT3	6950	22983	17190	9706	19588	9883	4552	3392	12333	14749	10775	10762	8712	10953	16701	51654	15358	17987	12845	9208	8098	17222	7870
STAT4	292	109	45	84	135	36	31	206	71	107	104	127	98	590	265	71	143	53	238	92	37	17	303
STAT5A	995	4803	7615	2756	8402	2172	532	2119	3773	2495	1816	3493	4516	4318	1690	7335	2270	3691	2310	1364	1557	4138	2183
STAT5B	1615	6312	7557	2094	7372	2106	1213	1732	4721	4166	3100	1616	5032	2758	2685	8618	3558	4523	4041	1824	2101	6766	2764
STAT6	6296	11705	11223	4862	9897	9596	1100	3620	7887	8017	1928	7177	9464	6987	6562	5175	4951	7297	10258	6370	3840	6892	4000
STATH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
STAU1	4606	7403	8699	5864	6946	5574	6033	5586	6602	6842	6436	4325	6217	5521	6907	6975	6352	7790	6542	8007	2828	7080	6171
STAU2	2885	1986	4035	1409	1792	1193	2633	593	2051	1172	773	790	1147	1770	732	3695	3191	3808	1569	906	854	1990	1309
STBD1	220	1111	2265	1114	1126	1338	243	534	2572	780	654	1008	997	558	181	1069	953	728	2158	514	694	935	1104
STC1	403	980	884	1138	686	295	324	299	701	365	3935	2112	1116	432	269	1139	3979	2094	2493	948	6308	2545	738
STC2	3607	12133	114471	1585	24519	63537	351	904	30239	5744	50373	72344	3172	1374	2953	2884	77512	2474	34867	1218	30768	7694	2011
STEAP1	333	1160	784	488	835	89	51	933	479	222	329	712	3080	227	137	140	136	143	630	163	260	605	1293
STEAP2	304	4223	2769	330	3179	262	61	617	2862	497	870	551	3647	137	146	130	858	1617	2326	311	846	7046	841
STEAP3	3210	2989	3223	2426	3880	3723	2483	3985	1480	2559	970	3004	2586	3670	9309	2489	1492	1187	2810	4498	1405	3152	3034
STEAP4	144	1400	7840	651	3336	11650	159	889	2621	41737	856	1185	2891	103	111	142	315	69	12796	10181	1452	4148	4875
STH	0	0	3	0	3	1	0	0	0	0	2	1	0	0	0	0	5	0	0	2	0	2	0
STIL	901	173	295	902	331	483	360	115	246	447	229	93	72	800	1777	2515	296	456	160	333	103	214	525
STIM1	6944	2442	6138	3115	3104	2938	1404	1246	2712	4623	3483	1378	3561	2970	2877	4574	2924	2513	4620	1594	1262	2414	4215
STIM2	386	1395	883	426	998	935	563	541	850	905	961	577	684	1081	559	966	681	628	2280	816	543	898	1267
STIP1	15856	4480	11084	6844	5075	3952	13439	5232	3166	7110	3054	5153	6668	9187	15534	13868	5743	7761	5782	5654	2096	3426	6719
STK10	1013	1616	1759	1891	1473	1662	821	2168	1724	2438	2052	2007	2045	3364	1902	1469	900	1222	2633	2237	646	1420	3431
STK11IP	3698	2210	2077	896	2119	2534	2048	871	1543	1571	801	2133	2251	2195	1954	1766	1298	1192	2109	2382	500	1951	1277
STK11	2043	3905	5246	2668	3669	11210	4635	3036	4197	3432	2426	4909	3996	2339	5318	3280	4109	6257	3470	2620	1337	3701	2690
STK16	1775	2347	3845	1683	1671	5440	1672	1529	1734	2571	952	3084	3438	1789	1351	1616	1887	1020	2014	1634	623	2280	1415
STK17A	794	1535	694	1056	1065	884	778	1879	984	1405	358	921	749	3011	1125	1931	745	463	1481	1170	498	1043	2739
STK17B	2020	1393	1819	1692	1684	600	906	1589	1289	1475	1044	1359	1753	5608	1120	1092	1170	620	2898	2383	971	925	3612
STK19	1788	1494	2098	3165	1062	3962	1593	1015	1142	1311	664	3786	1836	1731	658	1886	1998	1283	1146	651	394	1557	1082
STK24	6693	6280	6947	4966	5689	4160	3561	2196	5571	7706	4614	3426	2988	5553	4392	9674	6182	5451	4357	3515	2137	5511	5570
STK25	6044	4702	6391	5359	4693	8004	6626	3629	4223	4453	3766	5986	5740	5056	5047	8335	5414	2878	4535	4316	1542	4869	4047
STK31	273	14	11	0	10	14	106	8	7	18	7	7	4	3	1	21	6	0	14	8	5	2	2
STK32A	0	0	6	2	1	0	1	0	0	1	2	2	2	0	0	0	1	1	1	3	2	0	6
STK32B	36	1302	2834	43	933	612	224	41	218	2433	1962	536	172	30	10	27	1493	48	1635	91	105	1927	87
STK32C	541	1508	1052	1408	435	1346	445	632	295	837	327	1689	510	498	3090	573	367	863	515	192	89	1878	542
STK33	170	11	119	41	9	2	2	4	6	10	17	3	10	5	249	23	6	1	40	6	4	14	21
STK35	1001	2243	2660	1223	2663	1347	3190	681	2094	2196	1758	928	715	2232	2904	2495	3157	3768	1810	1943	862	1838	1482
STK36	792	2636	2395	444	2893	1520	1220	386	1502	1304	1416	1401	1159	2006	1125	871	2209	1712	2335	879	633	2048	609
STK38L	1143	3182	1959	2645	4816	900	9569	444	1863	1723	966	1805	1978	3017	503	1779	1657	794	1205	3004	1260	2413	4089
STK38	8866	1619	1985	6198	1904	2757	2063	1355	2650	1975	1346	2603	2507	6240	3165	9792	2688	1785	2203	1626	771	2357	2993
STK39	822	2447	5186	465	3657	4182	3233	321	2023	1281	711	2887	5199	1173	1136	1350	2195	3795	3991	266	2400	6488	1260
STK3	318	980	2929	1172	838	1041	1012	638	917	810	544	641	1545	1360	656	2470	1656	2034	878	687	609	1268	962
STK40	3366	4555	4358	1854	3465	2714	2411	3247	3226	4283	1519	5682	2694	3413	2976	2567	2270	3175	4686	4151	1916	2654	3672
STK4	1280	1634	1719	816	1818	846	1045	1019	1272	1671	1447	760	1307	3137	1641	2293	1751	1900	2212	1077	902	1826	1913
STL	6	15	1	0	13	2	23	10	7	7	5	0	3	7	0	1	9	3	7	20	3	0	8
STMN1	32475	4318	4753	22032	3166	22317	26307	4209	3901	4580	7252	4174	3121	18658	23894	80289	12164	12988	2464	2903	1464	4082	7370
STMN2	17	71	23	21	16	141	37	36	71	22	5	62	191	59	5	21	37	75	299	455	17	58	45
STMN3	510	2933	7129	1414	1876	5072	8553	879	6588	2784	3723	2112	3219	1551	1699	566	2978	8023	1303	1109	705	4963	1588
STMN4	8	12	2	4	18	11	2	1	0	0	2	7	13	6	1	2	4	1	1	1	0	0	4
STOML1	1419	508	721	1287	628	1390	802	838	736	1174	280	1251	1667	692	489	927	577	637	679	937	214	694	659
STOML2	7845	3905	7670	7554	3234	8461	4500	2502	3546	5393	2780	5282	3875	11597	5637	12784	3775	3980	3722	2143	1186	3348	2307
STOML3	0	1	2	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STOM	6896	18653	22990	6702	19337	6902	1460	16163	15925	11184	10401	10303	7961	10254	8543	15173	16033	19515	6004	10890	6803	9211	10063
STON1-GTF2A1L	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	0	7	17	0	0
STON1	364	631	189	802	400	249	1599	117	523	180	455	214	300	1221	202	534	369	251	259	461	312	986	562
STON2	756	434	860	130	477	1224	27	85	1034	679	269	196	309	77	69	436	578	1053	789	63	191	261	280
STOX1	116	496	173	18	237	230	37	41	512	354	127	207	47	132	410	234	175	163	229	104	237	76	101
STOX2	6	34	24	45	68	6	12	6	9	2	97	9	36	37	34	54	24	15	10	23	30	3	94
STRA13	3975	1293	3234	2195	1348	6541	2624	4185	1433	2712	546	4093	3594	1369	5366	4555	1579	927	1325	1594	476	2149	1478
STRA6	132	712	207	379	1060	874	176	406	754	611	3646	422	438	323	325	100	679	961	224	406	146	365	1776
STRA8	0	0	0	47	0	0	3	5	0	0	0	0	0	18	4	0	0	0	0	3	0	0	0
STRADA	1578	1430	1794	939	1238	1597	2883	878	1015	1147	714	1344	1700	1082	781	1752	1562	2359	1088	958	472	1531	1234
STRADB	342	1055	879	221	832	576	1568	439	677	1333	184	379	547	358	346	636	925	361	641	638	291	1303	451
STRAP	4439	5075	7553	6080	5950	6724	15660	3012	6985	6990	3553	4725	5319	7141	2028	7248	5414	4426	5189	4804	1930	4355	7011
STRBP	1734	2901	4022	1460	2376	2919	2811	715	3208	1969	987	1441	973	2838	2805	4001	3257	4326	3014	2112	1091	3336	1358
STRC	53	95	207	6	116	574	391	26	40	26	57	142	51	26	23	25	103	716	42	71	25	64	4
STRN3	628	1302	4394	370	1338	1346	946	421	1906	1743	935	796	793	762	309	1192	1628	1546	1109	721	783	1265	953
STRN4	5552	5690	7878	6142	5246	7795	7195	2386	4831	5780	4548	3548	3852	5671	4754	7001	6595	6865	5144	5127	1884	5068	2588
STRN	131	577	648	208	1091	93	277	127	180	338	484	37	135	452	398	1042	226	812	654	440	398	608	336
STS	618	860	2558	300	1178	455	2264	599	1321	835	890	582	745	437	240	609	1391	7930	823	492	528	898	1071
STT3A	7254	7491	12310	5585	5702	4508	3703	3442	3530	8295	7041	4956	4373	6389	4997	8001	4265	7072	10275	7163	3131	5655	5374
STT3B	595	2833	4766	647	3132	1049	2590	1628	2027	2836	3049	490	1444	1495	2503	3385	1888	2499	5472	4315	1689	1959	2641
STUB1	3802	5442	6352	5084	5421	14170	9430	8577	5395	7151	1965	14765	14117	3699	4716	3784	5093	5771	4550	5560	1481	7166	4028
STX10	1841	1161	1590	1174	956	1868	1571	886	1091	913	866	1450	1835	1326	1447	1502	1004	898	792	969	292	1139	1195
STX11	125	251	74	209	136	89	64	301	1701	283	116	278	96	879	351	201	217	244	604	128	185	161	374
STX12	1780	3775	3344	2391	3045	2777	1656	1580	2338	3254	1450	2456	1893	2137	1921	4168	2430	2802	3243	4276	1439	2820	2552
STX16	2722	4350	4433	2560	5688	3818	7603	2680	4407	3996	1407	2176	2663	4367	3742	5344	4694	4466	3923	2399	1352	4283	2566
STX17	981	2162	2197	841	2284	1256	1899	451	1165	1895	1222	962	759	1579	1210	2649	1047	1456	1730	1438	808	1448	1584
STX18	1736	1873	2607	1081	1359	2071	1270	803	2272	1823	1194	1509	1706	1015	1026	1561	1721	1305	1913	1141	534	1446	1069
STX19	173	95	5	6	18	7	17	70	4	8	2	41	32	3	3	17	13	8	12	213	5	20	116
STX1A	327	664	449	344	736	600	1433	210	627	230	286	483	670	385	348	442	385	535	341	956	94	477	282
STX1B	30	157	136	32	290	72	36	55	145	32	200	225	148	172	78	13	113	178	109	51	46	326	29
STX2	232	451	397	464	530	699	77	249	862	589	661	379	478	709	638	688	504	483	387	405	205	664	524
STX3	3961	3069	4025	932	2463	987	1501	1159	967	2105	1193	1755	1759	1090	1660	2735	1020	1487	1791	1890	1006	1370	1979
STX4	1631	3065	2815	2813	2308	3745	1586	2440	2166	1964	959	5249	4536	2715	2084	1939	2049	2688	2180	1935	800	3352	2342
STX5	3895	2647	4975	2887	1899	3225	2393	2959	1461	2870	1705	4389	4193	2617	1932	2365	1689	2450	3774	1794	1152	2216	2765
STX6	1656	3835	2130	3832	3202	2945	2507	1405	2953	2062	1972	1995	3629	3286	2442	5021	4250	3918	3917	2499	1260	5750	2864
STX7	1163	2519	1921	1495	2232	1228	1488	1196	2773	2713	1381	1103	1849	1996	1182	3225	2917	3477	1853	1951	877	2923	2933
STX8	610	745	1477	931	550	1941	158	612	734	563	564	1646	1678	455	428	1763	600	454	745	456	398	1001	529
STXBP1	544	1398	1799	354	1109	1410	484	518	1274	1948	1331	516	667	872	209	608	1381	1177	1147	794	575	2795	774
STXBP2	11111	4858	9942	3224	8787	16056	2275	5856	8743	9707	1742	9843	6838	3781	6026	3808	5445	7831	8450	4431	1938	6028	4421
STXBP3	1111	2473	3989	1048	2105	2314	1181	531	2699	2347	893	1114	1282	2677	925	2941	2254	2311	2272	1349	1070	2977	1739
STXBP4	121	329	417	116	273	169	448	20	216	214	163	103	170	115	106	210	350	305	190	115	127	457	219
STXBP5L	23	0	9	0	2	0	23	0	1	1	1	0	0	0	20	10	1	2	0	7	1	12	0
STXBP5	223	554	259	360	950	189	440	277	542	559	757	164	763	618	215	651	416	203	831	507	316	749	832
STXBP6	72	11	8	515	30	12	333	88	7	20	120	19	453	221	148	64	2	28	11	33	17	16	48
STYK1	463	184	1121	266	287	313	17	525	182	156	268	100	53	223	555	142	47	104	461	990	155	126	174
STYXL1	5180	1935	2987	1964	1111	4149	804	1534	1939	2237	551	1966	4584	1193	1300	1211	2222	1921	1648	1765	560	2110	867
STYX	1157	1200	1765	776	1585	773	1106	894	894	934	523	967	700	1176	635	1588	1071	1255	1151	1112	630	1056	870
SUB1	9687	6702	8905	13881	9678	33382	6175	6423	8025	10999	7492	16929	7372	10946	6338	9764	5732	8700	31164	4793	9797	5829	7419
SUCLA2	659	1505	2421	819	1537	1336	753	699	2247	2014	1062	1133	865	1116	479	2403	1384	1813	1790	1256	694	861	1509
SUCLG1	6770	3734	5598	4410	3032	4990	3442	5913	3211	3347	2047	4048	4615	3826	2993	5765	3340	3461	4222	3150	1106	3032	3374
SUCLG2	1104	3845	6025	1771	2839	3834	1118	2342	2342	3447	1752	2099	1902	1833	1016	3277	3362	3259	4155	3720	1277	3043	1784
SUCNR1	1	6	6	2	5	1	2	2	12	22	0	1	0	20	1	15	0	37	15	7	3	3	9
SUDS3	2249	3843	6129	1848	3623	4288	2559	968	2940	3093	2130	1620	2211	2645	2254	4233	5122	5074	3256	1685	1431	2730	2001
SUFU	546	1277	2194	1183	1563	1201	1847	811	1049	1235	1104	918	1686	1418	1195	1143	2075	1978	1686	1847	650	1499	1237
SUGT1L1	41	185	310	18	176	126	40	37	108	102	51	153	74	32	25	76	253	205	98	39	61	68	58
SUGT1P1	12	14	2	2	3	10	3	1	3	28	29	3	2	3	0	1	2	6	3	6	7	7	1
SUGT1	1790	977	2013	2454	1018	1098	467	992	1359	1700	753	1766	1145	1383	1082	2941	1156	1312	1054	1110	421	547	1917
SULF1	2103	15161	3120	7696	7397	4732	2425	2739	8130	6745	2002	11529	3401	9465	2328	9100	5939	6174	3322	19909	3328	7678	11986
SULF2	2178	17962	39372	11777	24939	27955	2345	3140	16005	2845	17458	10594	9854	7584	1737	1924	23478	17109	3423	7332	7402	10894	12326
SULT1A1	371	1317	3216	434	1743	2280	1293	1440	1080	1312	1346	3213	3065	770	620	510	961	2016	1189	964	409	1940	1145
SULT1A2	17	70	82	15	101	332	70	258	57	42	28	373	249	28	24	17	52	102	67	17	28	123	21
SULT1A3	1189	1451	2243	1373	1421	2820	3038	1369	1511	2873	821	3304	3188	6893	2832	1600	1046	2060	2114	1574	487	1854	1645
SULT1B1	0	1	5	1	0	0	1	5	0	6	2	1	0	15	0	5	1	1	0	8	0	2	3
SULT1C2	8	30	18	11	23	12	7	81	22	5	1	4	6	11	35	25	1	9	28	4951	1	4	4
SULT1C3	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	1094	0	0	0
SULT1C4	2	67	31	9	147	5	15	9	36	20	55	8	29	184	10	51	126	43	50	370	38	55	30
SULT1E1	0	10	0	2	22	0	62	321	0	0	1	0	1	2283	0	0	2	0	4	71	8	1	20
SULT2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
SULT2B1	625	151	1705	87	407	4034	154	2659	953	81	434	524	1097	52	51	73	182	1790	976	1923	324	76	591
SULT4A1	296	103	58	394	111	0	106	3	7	239	163	1	23	512	1	151	423	179	1	39	5	46	11
SULT6B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMF1	988	3886	6927	1746	3607	6128	2188	1958	3585	2290	1556	3080	3277	1367	1185	2668	4195	2799	3005	2432	1403	4534	1766
SUMF2	9623	9348	14391	6679	7164	10914	4846	2978	6413	11120	6097	9667	16248	7859	4666	16481	5920	10235	14431	10029	3076	11029	5025
SUMO1P1	1	0	1	1	0	0	2	0	3	3	0	1	0	3	0	1	0	1	0	0	0	0	0
SUMO1P3	818	279	652	407	277	715	438	484	355	350	221	466	554	402	258	803	618	196	390	284	145	358	400
SUMO1	11536	4717	6696	6383	3551	8450	5179	5915	5852	4556	2587	5428	6104	5515	4245	7866	6886	2435	4715	3687	1532	5558	4914
SUMO2	13477	5874	7747	6292	4814	10874	4820	5834	6987	6727	4424	6294	7514	7948	7564	18887	8704	8145	4922	4527	2400	7311	8640
SUMO3	12859	4908	7355	11507	4265	5662	8360	4014	3405	4162	3316	4382	5134	7067	5846	11034	7393	6755	5574	5987	1960	4274	6187
SUMO4	8	2	1	5	1	4	0	0	1	1	2	1	4	1	3	2	0	3	0	0	0	1	1
SUN1	6228	7562	6010	4449	7026	4276	6866	1481	4053	5430	4439	2436	4880	4260	6275	8491	4979	4080	4823	4015	2122	7486	4107
SUN2	5222	10145	15341	8415	9291	7364	4841	7141	7653	7490	5566	5652	12040	9601	7054	9874	6854	11778	9620	10426	3003	6625	9785
SUN3	1	0	1	2	1	0	0	0	2	0	0	2	2	4	0	0	0	0	1	0	0	0	0
SUN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUOX	542	2243	2577	739	2226	3441	1505	776	1937	1572	690	1697	2036	748	815	987	2553	2145	2672	1666	674	1804	754
SUPT16H	5808	7357	22420	6197	6276	8474	4849	2399	6387	6823	5184	4087	4527	5958	6954	13861	7852	8931	6708	4909	3181	4254	5883
SUPT3H	408	311	249	216	229	459	84	73	171	191	158	252	262	284	126	576	384	197	148	143	76	319	159
SUPT4H1	2646	2854	4755	2799	1994	4443	5205	1367	3528	2681	1406	3126	3471	2605	2612	5577	3583	2910	2695	2291	1037	3676	2656
SUPT5H	9551	6735	9882	11686	7461	8629	6854	6067	4097	7106	5084	8406	8812	11669	8257	8003	7142	6025	8225	9893	2623	5722	3978
SUPT6H	2861	6990	10360	5743	6407	7199	9670	5641	5579	6441	4619	7316	6885	3981	5540	8584	7689	12031	6889	3889	3495	8262	4728
SUPT7L	1755	2222	2922	2433	2497	1984	1955	1259	1992	1996	1347	1751	1391	2324	2880	3448	2368	3483	2262	1605	823	2134	1830
SUPV3L1	1190	1235	1735	1883	1238	1850	1472	689	1314	1403	649	1420	1382	1432	3281	2660	1300	1242	1201	972	417	1381	890
SURF1	1980	2035	2645	1976	1785	6277	3458	2895	2167	2429	818	5615	3343	1170	2175	1888	1394	1586	1886	2603	430	2515	1949
SURF2	1300	689	1009	1303	531	1563	1033	853	518	753	221	2265	1214	1001	2119	1403	560	754	528	778	215	543	521
SURF4	7458	9230	12853	11541	8267	11502	11808	10361	10871	13006	10321	10343	10892	17023	11273	15738	8555	11395	10993	17850	4649	12331	14449
SURF6	1234	1624	3214	2788	1876	2317	1870	2103	1812	1767	948	2829	2685	2982	4473	3924	2197	1838	1999	2632	695	1817	1753
SUSD1	107	352	482	411	435	129	324	251	648	559	604	350	293	531	217	592	474	224	584	367	230	440	806
SUSD2	513	1377	2876	1270	2443	374	580	12377	1459	682	238	894	4124	1005	500	1621	1177	3751	2301	15213	547	1254	2597
SUSD3	146	7818	9413	224	7843	1863	72	296	2935	440	1537	15176	219	1032	712	111	10291	3896	5993	65	6353	7198	469
SUSD4	2183	393	5451	281	2566	818	30	45	746	103	737	1479	2755	2703	1063	3655	3265	364	1199	218	901	1128	466
SUSD5	53	47	165	85	80	21	21	51	124	132	676	29	55	35	14	650	64	29	143	128	48	96	396
SUV39H1	1137	461	821	1412	607	1248	663	670	605	625	225	789	629	1510	2144	1060	566	677	533	501	211	481	539
SUV39H2	717	395	437	1196	306	381	621	198	224	281	188	271	178	989	3148	2566	265	182	253	305	157	318	334
SUV420H1	3932	2759	2777	1019	2763	2878	2005	1011	2071	1927	1681	1247	1575	1337	1930	4427	1621	2383	2137	1217	1056	1929	2208
SUV420H2	909	932	926	412	1077	1965	1738	1311	1138	777	352	1109	1138	488	639	924	836	1001	697	429	177	817	340
SUZ12P	479	305	604	686	416	1203	371	325	395	408	377	827	448	443	556	538	575	507	260	87	383	455	342
SUZ12	1038	2241	2527	2331	2171	1899	1068	618	1985	2055	1480	890	908	2655	1358	5875	2075	2819	2324	802	1024	3212	1679
SV2A	785	202	1340	69	185	56	29	78	134	54	1891	95	266	113	50	60	201	64	116	131	115	170	118
SV2B	66	72	83	53	47	17	16	32	187	65	11	145	65	1424	392	1001	14	26	101	64	71	40	90
SV2C	3	1	0	0	2	2	0	0	0	1	0	1	54	0	0	1	0	0	4	20	1	1	11
SVEP1	99	1613	987	503	1460	378	222	213	2442	478	1324	1923	1285	250	111	164	281	1120	2151	945	840	1175	1443
SVIL	1227	5602	3204	3580	4301	1998	2082	861	2663	1729	2552	1778	4595	2554	1594	3525	3536	2627	2482	2935	2494	3694	4439
SVIP	979	910	1469	742	1240	1167	741	626	790	833	419	768	741	618	437	2126	815	1001	1042	473	426	751	1112
SVOPL	97	49	7	210	6	3	37	5	22	0	4	35	86	50	13	48	12	8	3	4	26	132	2
SVOP	0	0	2	1	0	2	5	0	1	1	0	0	0	1	0	0	0	27	0	1	0	0	1
SWAP70	2278	5443	4899	2164	4857	1143	1527	2345	3541	2772	1934	2508	3620	2536	2682	4423	2072	3620	4412	3936	2784	3464	5132
SYAP1	2141	2996	4439	1543	5352	3585	2460	2170	4011	4083	2176	2878	2368	2089	3788	2760	3861	3970	6466	3210	1823	4448	2916
SYBU	1533	2625	7988	190	2717	3175	38	217	3129	5243	529	356	2926	428	706	282	1294	1445	1741	449	838	1362	959
SYCE1L	75	56	42	100	52	79	100	179	23	9	45	115	177	13	8	61	32	9	6	25	17	41	40
SYCE1	3	89	6	26	0	32	0	9	10	2	29	67	7	5	0	0	4	5	7	3	10	28	35
SYCE2	40	16	67	23	15	722	160	85	6	14	33	34	18	41	27	60	35	35	10	14	9	31	3
SYCN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYCP1	4	0	0	0	0	0	8	6	2	0	0	0	0	0	0	0	0	0	0	626	1	5	2
SYCP2L	27	6	3	2	4	8	231	0	8	5	2	7	9	30	181	241	46	0	4	2	2	5	12
SYCP2	845	2383	1169	312	2081	2611	6863	178	76	386	486	1151	2324	2748	128	1087	3499	1069	821	84	637	2073	52
SYCP3	0	0	2	0	0	2	1	0	0	2	0	0	0	0	1	1	0	0	1	1	0	1	0
SYDE1	860	743	414	644	702	702	258	488	850	439	1465	973	1077	703	368	454	538	495	541	1199	384	619	784
SYDE2	46	190	655	84	435	322	85	909	251	181	199	153	144	131	72	270	320	605	383	952	287	330	64
SYF2	3257	3769	4555	2511	2580	5323	6378	1970	2075	3519	1653	3354	4285	2511	2543	4672	3252	3332	2739	1922	1049	2737	2912
SYK	1560	2060	2100	790	1572	2163	1438	1794	570	1742	649	873	1313	2103	1025	3076	1595	2054	2194	1105	627	521	3107
SYMPK	4989	5564	9763	9698	5126	13245	7864	6939	3945	7344	3354	7672	5366	5736	4939	6857	5259	5787	6686	6146	1893	5625	2638
SYN1	25	32	27	53	62	142	10	14	34	21	89	34	34	27	27	22	246	1000	29	43	19	82	25
SYN2	166	226	70	89	259	17	9	2	163	20	112	106	120	138	2	74	103	14	39	15	40	28	38
SYN3	6	8	33	7	15	6	12	3	13	3	5	8	16	5	1	1	8	16	6	15	6	9	6
SYNCRIP	9037	8799	5485	13064	8793	4352	7546	4125	7800	8494	4768	4001	5816	12649	12745	45091	10044	8592	8262	5634	3258	7836	8326
SYNC	2921	412	1186	1603	611	2612	53	446	1454	1731	292	3163	1906	379	61	232	1364	693	1169	1000	349	1109	367
SYNE1	332	2373	1806	667	1700	349	274	734	1154	1716	696	600	1348	2103	798	489	1575	1386	1975	1249	1084	1567	2008
SYNE2	5757	7278	18101	1678	6845	2639	4194	1539	5458	3643	4788	1748	2488	5295	3776	13921	4561	6691	4644	4236	2895	3240	4662
SYNGAP1	1342	1782	2912	451	1629	750	365	205	1009	908	1152	536	737	1291	866	847	1919	2019	964	451	520	1379	342
SYNGR1	778	1591	6373	1092	1499	1896	1709	1351	2102	1663	1821	1104	2807	734	344	1119	3541	2868	1636	1846	371	4180	884
SYNGR2	14310	11579	18549	9154	10450	17126	10069	23171	11445	26300	3289	17559	19365	10399	11981	12500	10829	7509	13290	19698	3853	14301	14244
SYNGR3	109	77	171	180	61	62	6	81	234	16	48	37	465	187	66	112	21	93	61	10	16	101	96
SYNGR4	8	12	6	6	0	23	9	5	0	7	1	4	1	5	2	15	2	9	1	4	0	42	0
SYNJ1	262	381	597	227	664	249	235	197	529	519	358	222	253	465	182	417	416	645	477	520	222	452	398
SYNJ2BP	1417	1958	2571	722	2688	1819	980	1005	2088	2021	1542	1560	1356	968	539	1464	2236	2428	2882	1962	1168	1502	1704
SYNJ2	318	1490	1304	307	1599	402	2062	200	1264	1358	1354	232	514	534	394	300	1000	2559	2411	690	537	1139	929
SYNM	941	6446	3832	4206	7616	128	406	558	1704	712	1010	1223	1508	8724	2084	2847	1705	237	651	950	2088	1852	1147
SYNPO2L	2	9	690	2	350	12	12	8	107	1	238	8	43	2	5	3	66	0	9	256	55	0	1
SYNPO2	71	3073	1890	669	4093	1264	554	541	2466	936	1010	943	1181	9909	624	242	1238	2169	1917	1217	945	1249	1411
SYNPO	2390	8379	2140	2863	4930	1402	996	1735	7228	2496	3435	4829	3525	3043	1334	4013	3818	2875	3585	4794	1881	5132	4540
SYNPR	0	1	0	2	0	0	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNRG	836	2193	2693	1871	2616	1486	1601	985	1866	2033	1433	1321	1472	1781	923	2594	2487	2563	2406	1222	1198	2460	1524
SYPL1	6762	6748	8291	3112	6198	4336	3639	2606	5556	13655	3351	3507	9213	4425	2268	10020	4231	4532	6100	4263	2437	9037	3335
SYPL2	61	13	8	21	19	14	13	52	58	25	17	21	26	19	8	8	45	20	24	79	15	33	31
SYP	434	104	489	64	116	145	151	62	82	966	32	185	224	54	51	88	50	807	88	28	32	887	37
SYS1-DBNDD2	14	142	280	8	108	184	122	8	76	149	193	113	123	123	81	23	66	159	152	93	24	89	94
SYS1	1962	2254	3722	1598	1469	2328	641	1404	2432	2500	1100	2038	3038	2537	1658	1543	1999	1847	1923	1426	764	2698	1699
SYT10	25	0	2	0	0	2	0	0	0	0	2	0	0	0	0	4	0	0	0	10	0	0	0
SYT11	291	582	383	541	577	364	211	745	793	832	440	579	781	1286	318	330	474	530	708	746	334	817	848
SYT12	61	1182	1313	424	2861	329	341	67	635	19	255	3105	346	53	8406	9572	2172	1027	619	5973	1021	431	520
